Date	Time	Water vapor H2O[vol-%]	Carbon dioxide CO2[vol-%]	Carbon monoxide CO High[vol-%]	Nitrous oxide N2O[ppm]	Nitrogen monoxide NO[ppm]	Nitrogen dioxide NO2[ppm]	Sulfur dioxide SO2 High[ppm]	Ammonia NH3[ppm]	Hydrogen chloride HCl[ppm]	Hydrogen fluoride HF[ppm]	Methane CH4 High[ppm]	Ethane C2H6[ppm]	Ethylene C2H4[ppm]	Propane C3H8[ppm]	Formaldehyde CHOH[ppm]	Benzen[ppm]	Toluen[ppm]	Carbon monoxide CO Low[ppm]	Sulfur dioxide Low[ppm]	Methane Low[ppm]	Zr Oxygen[vol-%]
2022-10-12	10:20:28	"  4.44"	"  3.57"	"  0.11"	"  3.20"	" 46.55"	"  2.04"	"  0.00"	" 11.91"	"  1.30"	"  0.00"	" 11.02"	"  1.15"	"  1.81"	"  0.12"	"  2.97"	"  3.13"	"  0.00"	1097.41	"  0.00"	" 11.02"	" 15.66"
2022-10-12	10:20:35	"  4.29"	"  3.62"	"  0.11"	"  3.01"	" 51.83"	"  3.08"	"  0.00"	" 11.86"	"  1.51"	"  0.00"	" 12.69"	"  1.35"	"  2.29"	"  0.15"	"  2.96"	"  3.11"	"  0.00"	1130.29	"  0.00"	" 12.69"	" 15.00"
2022-10-12	10:20:46	"  4.87"	"  4.87"	"  0.13"	"  2.99"	" 85.42"	"  4.43"	"  0.00"	" 12.44"	"  1.37"	"  0.00"	" 14.47"	"  1.81"	"  3.25"	"  0.21"	"  4.27"	"  3.11"	"  0.00"	1280.18	"  0.00"	" 14.47"	" 13.03"
2022-10-12	10:20:57	"  5.43"	"  5.76"	"  0.15"	"  3.70"	102.25	"  3.05"	"  0.00"	" 12.96"	"  1.00"	"  0.00"	" 14.56"	"  1.14"	"  2.93"	"  0.31"	"  4.29"	"  3.23"	"  0.00"	1483.41	"  0.00"	" 14.56"	" 11.29"
2022-10-12	10:21:10	"  6.19"	"  7.44"	"  0.35"	"  6.07"	116.08	"  6.27"	"  0.00"	" 13.55"	"  1.08"	"  0.00"	110.40	"  2.45"	" 33.80"	"  0.00"	" 11.24"	" 12.78"	"  0.00"	3470.35	"  0.00"	110.40	"  7.95"
2022-10-12	10:21:16	"  7.20"	"  8.34"	"  0.43"	"  7.08"	125.94	"  7.70"	"  0.00"	" 13.85"	"  1.72"	"  0.06"	129.29	"  2.85"	" 39.91"	"  0.00"	" 14.56"	" 16.47"	"  0.00"	4344.54	"  0.00"	129.29	"  7.86"
2022-10-12	10:21:27	"  8.05"	"  8.49"	"  0.36"	"  7.28"	129.71	"  3.77"	"  0.00"	" 13.94"	"  1.40"	"  0.00"	" 86.06"	"  1.09"	" 25.03"	"  0.00"	" 12.24"	" 13.71"	"  0.00"	3622.49	"  0.00"	" 86.06"	"  8.30"
2022-10-12	10:21:38	"  8.18"	"  8.21"	"  0.33"	"  6.77"	124.00	"  4.67"	"  0.00"	" 14.14"	"  1.38"	"  0.00"	" 62.78"	"  1.71"	" 16.96"	"  0.00"	" 11.40"	" 10.54"	"  0.00"	3313.34	"  0.00"	" 62.78"	"  8.97"
2022-10-12	10:21:50	"  7.93"	"  7.72"	"  0.30"	"  5.97"	111.79	"  5.94"	"  0.00"	" 14.34"	"  1.18"	"  0.00"	" 44.36"	"  1.23"	" 10.49"	"  0.00"	"  9.71"	"  8.61"	"  0.00"	2982.57	"  0.00"	" 44.36"	"  9.94"
2022-10-12	10:22:00	"  7.56"	"  7.27"	"  0.25"	"  6.10"	105.51	"  3.70"	"  0.00"	" 13.71"	"  2.01"	"  0.00"	" 29.09"	"  1.25"	"  6.46"	"  0.00"	"  7.72"	"  5.80"	"  0.00"	2494.11	"  0.00"	" 29.09"	" 10.70"
2022-10-12	10:22:07	"  7.16"	"  6.85"	"  0.22"	"  5.40"	102.90	"  3.26"	"  0.00"	" 13.89"	"  1.70"	"  0.00"	" 22.43"	"  1.21"	"  4.47"	"  0.00"	"  6.59"	"  4.74"	"  0.00"	2154.68	"  0.00"	" 22.43"	" 11.09"
2022-10-12	10:22:18	"  6.70"	"  6.52"	"  0.21"	"  4.96"	102.97	"  2.79"	"  0.00"	" 13.23"	"  1.51"	"  0.00"	" 25.59"	"  1.51"	"  5.37"	"  0.00"	"  6.82"	"  4.46"	"  0.00"	2052.06	"  0.00"	" 25.59"	" 11.27"
2022-10-12	10:22:29	"  6.59"	"  6.82"	"  0.29"	"  5.43"	101.90	"  4.99"	"  0.00"	" 12.86"	"  1.36"	"  0.00"	" 60.03"	"  2.56"	" 12.76"	"  0.00"	"  9.13"	"  7.21"	"  0.00"	2889.28	"  0.00"	" 60.03"	"  9.94"
2022-10-12	10:22:42	"  7.28"	"  7.79"	"  0.26"	"  6.23"	116.04	"  4.80"	"  0.00"	" 13.79"	"  1.54"	"  0.00"	" 39.74"	"  1.63"	"  9.93"	"  0.00"	"  7.85"	"  6.10"	"  0.00"	2571.49	"  0.00"	" 39.74"	"  9.05"
2022-10-12	10:22:48	"  7.77"	"  7.92"	"  0.21"	"  6.21"	122.75	"  3.76"	"  0.00"	" 13.83"	"  1.60"	"  0.00"	" 29.42"	"  1.27"	"  6.58"	"  0.00"	"  7.18"	"  5.31"	"  0.00"	2111.48	"  0.00"	" 29.42"	"  9.35"
2022-10-12	10:22:59	"  7.79"	"  7.65"	"  0.21"	"  5.87"	124.18	"  2.98"	"  0.00"	" 13.88"	"  1.94"	"  0.00"	" 30.54"	"  1.11"	"  7.15"	"  0.00"	"  6.82"	"  5.05"	"  0.00"	2075.82	"  0.00"	" 30.54"	"  9.89"
2022-10-12	10:23:10	"  7.39"	"  7.19"	"  0.26"	"  5.82"	120.54	"  2.02"	"  0.00"	" 13.52"	"  1.56"	"  0.00"	" 60.93"	"  1.73"	" 15.21"	"  0.00"	"  8.92"	"  7.83"	"  0.00"	2629.71	"  0.00"	" 60.93"	" 10.58"
2022-10-12	10:23:22	"  7.02"	"  6.71"	"  0.24"	"  5.25"	113.72	"  1.85"	"  0.00"	" 13.15"	"  1.68"	"  0.00"	" 51.69"	"  1.30"	" 12.14"	"  0.00"	"  7.87"	"  7.47"	"  0.00"	2429.56	"  0.00"	" 51.69"	" 11.14"
2022-10-12	10:23:32	"  6.73"	"  6.46"	"  0.22"	"  4.88"	109.79	"  1.98"	"  0.00"	" 12.85"	"  1.57"	"  0.00"	" 43.24"	"  1.18"	"  9.98"	"  0.00"	"  7.18"	"  6.88"	"  0.00"	2243.99	"  0.00"	" 43.24"	" 11.61"
2022-10-12	10:23:39	"  6.38"	"  6.12"	"  0.23"	"  4.45"	107.89	"  1.69"	"  0.00"	" 12.49"	"  1.50"	"  0.02"	" 50.03"	"  1.44"	" 10.57"	"  0.00"	"  7.53"	"  7.20"	"  0.00"	2267.89	"  0.00"	" 50.03"	" 11.92"
2022-10-12	10:23:50	"  6.02"	"  6.14"	"  0.29"	"  4.54"	109.25	"  1.77"	"  0.00"	" 11.87"	"  1.91"	"  0.00"	" 86.74"	"  1.32"	" 22.46"	"  0.00"	"  9.75"	" 12.01"	"  0.00"	2887.48	"  0.00"	" 86.74"	" 10.74"
2022-10-12	10:24:02	"  7.38"	"  7.99"	"  0.28"	"  7.26"	133.35	"  3.21"	"  0.00"	" 13.00"	"  1.32"	"  0.00"	" 90.91"	"  3.07"	" 27.84"	"  0.00"	" 10.30"	" 10.85"	"  0.00"	2838.90	"  0.00"	" 90.91"	"  7.22"
2022-10-12	10:24:14	"  8.98"	"  9.11"	"  0.23"	"  8.36"	148.57	"  1.09"	"  0.00"	" 13.68"	"  2.18"	"  0.00"	" 77.76"	"  3.44"	" 24.52"	"  0.00"	" 10.52"	" 10.05"	"  0.00"	2321.16	"  0.00"	" 77.76"	"  7.33"
2022-10-12	10:24:21	"  9.32"	"  8.97"	"  0.22"	"  8.23"	144.28	"  2.80"	"  0.00"	" 13.66"	"  2.31"	"  0.00"	" 67.79"	"  2.73"	" 20.19"	"  0.00"	" 10.33"	"  9.41"	"  0.00"	2181.74	"  0.00"	" 67.79"	"  7.69"
2022-10-12	10:24:32	"  9.17"	"  8.58"	"  0.20"	"  7.66"	138.86	"  2.47"	"  0.00"	" 13.58"	"  2.45"	"  0.00"	" 56.74"	"  1.84"	" 16.60"	"  0.00"	"  9.36"	"  8.92"	"  0.00"	2037.53	"  0.00"	" 56.74"	"  8.52"
2022-10-12	10:24:43	"  8.75"	"  8.17"	"  0.19"	"  6.82"	136.07	"  3.79"	"  0.00"	" 13.62"	"  2.58"	"  0.00"	" 41.47"	"  1.43"	" 11.97"	"  0.00"	"  8.16"	"  7.30"	"  0.00"	1873.55	"  0.00"	" 41.47"	"  9.13"
2022-10-12	10:24:55	"  8.31"	"  7.78"	"  0.16"	"  6.05"	135.18	"  1.87"	"  0.00"	" 13.38"	"  2.22"	"  0.00"	" 30.79"	"  0.99"	"  7.75"	"  0.00"	"  6.85"	"  5.85"	"  0.00"	1611.28	"  0.00"	" 30.79"	" 10.05"
2022-10-12	10:25:05	"  7.84"	"  7.32"	"  0.18"	"  6.27"	127.13	"  1.88"	"  0.00"	" 13.42"	"  2.52"	"  0.00"	" 38.27"	"  1.27"	" 10.89"	"  0.00"	"  6.89"	"  6.30"	"  0.00"	1759.03	"  0.00"	" 38.27"	" 10.56"
2022-10-12	10:25:12	"  7.37"	"  6.92"	"  0.19"	"  5.53"	119.30	"  4.33"	"  0.00"	" 12.93"	"  2.59"	"  0.00"	" 43.85"	"  1.34"	" 11.86"	"  0.00"	"  7.02"	"  6.45"	"  0.00"	1949.94	"  0.00"	" 43.85"	" 10.74"
2022-10-12	10:25:23	"  7.44"	"  7.30"	"  0.23"	"  6.04"	120.04	"  2.27"	"  0.00"	" 12.89"	"  1.88"	"  0.00"	" 54.11"	"  1.41"	" 15.37"	"  0.00"	"  7.28"	"  7.50"	"  0.00"	2277.41	"  0.00"	" 54.11"	"  9.19"
2022-10-12	10:25:35	"  8.18"	"  8.47"	"  0.36"	"  8.38"	125.05	"  7.13"	"  0.00"	" 13.29"	"  2.42"	"  0.00"	118.15	"  2.55"	" 37.16"	"  0.00"	" 11.80"	" 14.05"	"  0.00"	3554.36	"  0.00"	118.15	"  7.50"
2022-10-12	10:25:47	"  8.58"	"  8.47"	"  0.38"	"  8.55"	122.23	"  9.90"	"  0.00"	" 13.02"	"  2.97"	"  0.06"	153.19	"  3.32"	" 46.04"	"  0.00"	" 14.36"	" 16.67"	"  0.00"	3831.43	"  0.00"	153.19	"  8.50"
2022-10-12	10:25:54	"  8.39"	"  8.06"	"  0.35"	"  7.65"	117.35	"  7.35"	"  0.00"	" 13.14"	"  2.77"	"  0.00"	121.67	"  2.18"	" 35.40"	"  0.00"	" 12.44"	" 15.23"	"  0.00"	3509.99	"  0.00"	121.67	"  9.03"
2022-10-12	10:26:05	"  7.86"	"  7.57"	"  0.38"	"  7.46"	111.40	"  7.87"	"  0.00"	" 12.71"	"  2.34"	"  0.00"	131.23	"  2.38"	" 38.04"	"  0.00"	" 13.15"	" 15.76"	"  0.00"	3782.27	"  0.00"	131.23	"  9.66"
2022-10-12	10:26:16	"  7.38"	"  7.19"	"  0.35"	"  6.73"	107.18	"  6.81"	"  0.00"	" 12.62"	"  2.58"	"  0.00"	123.24	"  1.90"	" 34.81"	"  0.00"	" 12.38"	" 15.59"	"  0.00"	3508.31	"  0.00"	123.24	" 10.30"
2022-10-12	10:26:28	"  6.90"	"  6.85"	"  0.31"	"  6.22"	107.91	"  6.50"	"  0.00"	" 12.21"	"  2.44"	"  0.00"	118.63	"  2.13"	" 34.98"	"  0.00"	" 11.04"	" 15.51"	"  0.00"	3083.63	"  0.00"	118.63	" 10.64"
2022-10-12	10:26:35	"  6.61"	"  6.62"	"  0.29"	"  5.86"	106.30	"  0.40"	"  0.00"	" 11.71"	"  2.52"	"  0.00"	105.41	"  2.40"	" 29.76"	"  0.00"	" 10.21"	" 14.79"	"  0.00"	2874.98	"  0.00"	105.41	" 11.05"
2022-10-12	10:26:45	"  6.46"	"  6.79"	"  0.36"	"  6.29"	109.16	"  5.50"	"  0.00"	" 11.79"	"  2.24"	"  0.13"	160.17	"  4.33"	" 44.83"	"  0.00"	" 13.49"	" 16.95"	"  0.00"	3618.16	"  0.00"	160.17	"  9.57"
2022-10-12	10:26:56	"  7.86"	"  8.43"	"  0.37"	"  8.01"	124.53	"  7.54"	"  0.00"	" 13.18"	"  2.60"	"  0.00"	128.38	"  2.80"	" 36.94"	"  0.00"	" 13.63"	" 14.76"	"  0.00"	3670.95	"  0.00"	128.38	"  7.11"
2022-10-12	10:27:08	"  9.16"	"  9.13"	"  0.31"	"  8.40"	131.83	"  2.40"	"  0.00"	" 13.61"	"  2.73"	"  0.00"	" 76.28"	"  2.26"	" 23.12"	"  0.00"	" 12.49"	" 10.39"	"  0.00"	3103.69	"  0.00"	" 76.28"	"  7.18"
2022-10-12	10:27:21	"  9.52"	"  9.06"	"  0.27"	"  7.97"	133.40	"  1.76"	"  0.00"	" 14.00"	"  3.10"	"  0.00"	" 51.93"	"  1.30"	" 16.26"	"  0.00"	" 11.64"	"  8.96"	"  0.00"	2709.45	"  0.00"	" 51.93"	"  7.67"
2022-10-12	10:27:28	"  9.42"	"  8.89"	"  0.25"	"  7.79"	134.07	"  3.34"	"  0.86"	" 13.70"	"  3.21"	"  0.00"	" 42.80"	"  0.95"	" 13.71"	"  0.00"	" 10.74"	"  8.26"	"  0.00"	2468.45	"  0.86"	" 42.80"	"  7.88"
2022-10-12	10:27:38	"  9.02"	"  8.45"	"  0.26"	"  7.05"	131.07	"  3.35"	"  0.00"	" 13.15"	"  2.90"	"  0.00"	" 57.44"	"  1.35"	" 16.65"	"  0.00"	" 11.32"	"  9.45"	"  0.00"	2645.76	"  0.00"	" 57.44"	"  8.59"
2022-10-12	10:27:50	"  8.55"	"  8.03"	"  0.25"	"  6.27"	128.62	"  2.25"	"  0.00"	" 13.47"	"  3.07"	"  0.00"	" 49.88"	"  1.12"	" 14.74"	"  0.00"	" 10.11"	"  9.04"	"  0.00"	2478.14	"  0.00"	" 49.88"	"  9.25"
2022-10-12	10:28:02	"  7.93"	"  7.51"	"  0.23"	"  6.13"	124.37	"  1.61"	"  0.00"	" 13.21"	"  2.82"	"  0.00"	" 46.59"	"  1.28"	" 11.76"	"  0.00"	"  9.33"	"  8.33"	"  0.00"	2349.08	"  0.00"	" 46.59"	" 10.15"
2022-10-12	10:28:09	"  7.43"	"  7.25"	"  0.28"	"  6.24"	116.13	"  3.00"	"  0.00"	" 12.42"	"  2.80"	"  0.00"	" 60.72"	"  1.88"	" 15.71"	"  0.00"	"  9.77"	"  8.61"	"  0.00"	2796.55	"  0.00"	" 60.72"	"  9.92"
2022-10-12	10:28:19	"  7.72"	"  7.97"	"  0.34"	"  7.03"	122.19	"  2.74"	"  0.00"	" 12.50"	"  3.22"	"  0.00"	" 95.70"	"  1.79"	" 28.24"	"  0.00"	" 12.15"	" 13.40"	"  0.00"	3380.67	"  0.00"	" 95.70"	"  8.11"
2022-10-12	10:28:31	"  8.34"	"  8.57"	"  0.43"	"  8.38"	126.31	"  9.85"	"  0.00"	" 12.98"	"  2.78"	"  0.00"	143.63	"  3.18"	" 42.89"	"  0.00"	" 16.26"	" 16.72"	"  0.00"	4323.71	"  0.00"	143.63	"  7.69"
2022-10-12	10:28:43	"  8.40"	"  8.23"	"  0.43"	"  7.88"	121.25	"  9.71"	"  0.00"	" 12.90"	"  3.08"	"  0.00"	152.32	"  3.17"	" 45.19"	"  0.00"	" 17.07"	" 18.30"	"  0.00"	4286.46	"  0.00"	152.32	"  8.57"
2022-10-12	10:28:52	"  8.14"	"  7.93"	"  0.40"	"  6.96"	123.36	"  8.93"	"  0.00"	" 12.42"	"  3.09"	"  0.32"	176.46	"  4.04"	" 53.63"	"  0.00"	" 17.55"	" 19.64"	"  0.00"	4006.35	"  0.00"	176.46	"  9.35"
2022-10-12	10:28:59	"  7.76"	"  7.38"	"  0.33"	"  7.18"	123.65	"  7.38"	"  0.00"	" 12.23"	"  2.90"	"  0.19"	150.44	"  2.90"	" 43.62"	"  0.00"	" 15.10"	" 17.85"	"  0.00"	3340.15	"  0.00"	150.44	"  9.97"
2022-10-12	10:29:10	"  7.42"	"  7.04"	"  0.26"	"  6.07"	119.96	"  3.17"	"  0.00"	" 12.25"	"  2.85"	"  0.00"	" 85.16"	"  1.97"	" 22.33"	"  0.00"	" 10.51"	" 11.50"	"  0.00"	2590.39	"  0.00"	" 85.16"	" 10.60"
2022-10-12	10:29:22	"  6.80"	"  6.70"	"  0.27"	"  5.30"	111.80	"  2.98"	"  0.00"	" 12.34"	"  2.95"	"  0.15"	" 71.58"	"  1.53"	" 18.61"	"  0.00"	"  9.73"	" 10.58"	"  0.00"	2651.62	"  0.00"	" 71.58"	" 11.13"
2022-10-12	10:29:34	"  6.19"	"  6.31"	"  0.29"	"  4.91"	108.39	"  0.00"	"  0.00"	" 11.87"	"  3.09"	"  0.18"	" 90.72"	"  1.43"	" 24.40"	"  0.00"	" 11.12"	" 13.91"	"  0.00"	2949.06	"  0.00"	" 90.72"	" 10.86"
2022-10-12	10:29:41	"  6.78"	"  7.08"	"  0.28"	"  6.38"	116.31	"  4.88"	"  0.00"	" 11.97"	"  2.58"	"  0.00"	" 89.28"	"  3.95"	" 25.84"	"  0.00"	" 12.12"	" 11.05"	"  0.00"	2768.66	"  0.00"	" 89.28"	"  9.53"
2022-10-12	10:29:51	"  7.74"	"  7.93"	"  0.30"	"  7.21"	127.56	"  8.69"	"  0.00"	" 12.74"	"  3.35"	"  0.00"	109.12	"  3.23"	" 33.68"	"  0.00"	" 13.63"	" 13.94"	"  0.00"	3021.03	"  0.00"	109.12	"  8.21"
2022-10-12	10:30:02	"  8.52"	"  8.32"	"  0.31"	"  7.75"	132.33	"  8.74"	"  0.00"	" 12.73"	"  3.42"	"  0.00"	126.82	"  4.16"	" 39.01"	"  0.00"	" 15.45"	" 14.77"	"  0.00"	3064.11	"  0.00"	126.82	"  8.33"
2022-10-12	10:30:14	"  8.72"	"  8.21"	"  0.29"	"  7.19"	128.90	"  9.12"	"  0.00"	" 12.73"	"  3.68"	"  0.00"	121.31	"  3.17"	" 37.34"	"  0.00"	" 14.94"	" 15.16"	"  0.00"	2909.64	"  0.00"	121.31	"  8.72"
2022-10-12	10:30:24	"  8.67"	"  8.03"	"  0.25"	"  6.86"	128.96	"  1.38"	"  0.00"	" 12.44"	"  3.30"	"  0.00"	" 96.27"	"  3.30"	" 28.00"	"  0.00"	" 13.21"	" 11.83"	"  0.00"	2509.71	"  0.00"	" 96.27"	"  9.14"
2022-10-12	10:30:31	"  8.32"	"  7.73"	"  0.24"	"  6.70"	127.22	"  2.26"	"  0.00"	" 11.85"	"  3.02"	"  0.00"	101.82	"  3.64"	" 30.19"	"  0.00"	" 12.66"	" 12.03"	"  0.00"	2415.00	"  0.00"	101.82	"  9.44"
2022-10-12	10:30:42	"  7.92"	"  7.42"	"  0.24"	"  7.05"	124.93	"  2.40"	"  0.00"	" 11.57"	"  3.27"	"  0.00"	" 94.84"	"  3.57"	" 28.44"	"  0.00"	" 11.91"	" 12.00"	"  0.00"	2389.29	"  0.00"	" 94.84"	"  9.90"
2022-10-12	10:30:53	"  7.42"	"  7.15"	"  0.25"	"  6.57"	119.70	"  2.07"	"  0.00"	" 11.16"	"  3.04"	"  0.01"	103.22	"  2.46"	" 30.86"	"  0.00"	" 12.16"	" 14.63"	"  0.00"	2470.84	"  0.00"	103.22	" 10.38"
2022-10-12	10:31:06	"  6.87"	"  6.88"	"  0.33"	"  6.31"	112.71	"  8.24"	"  0.00"	" 11.37"	"  3.31"	"  0.07"	180.04	"  5.55"	" 52.81"	"  0.00"	" 15.54"	" 19.33"	"  0.00"	3294.68	"  0.00"	180.04	" 10.15"
2022-10-12	10:31:12	"  6.39"	"  6.65"	"  0.60"	"  7.10"	119.57	" 14.52"	"  0.00"	" 10.12"	"  2.66"	"  0.99"	449.49	" 11.86"	132.21	"  0.00"	" 30.36"	" 39.86"	"  0.00"	5998.01	"  0.00"	449.49	"  9.12"
2022-10-12	10:31:23	"  7.72"	"  8.01"	"  0.62"	"  8.14"	137.63	" 17.70"	"  0.00"	" 11.13"	"  2.95"	"  0.39"	371.98	"  9.49"	107.91	"  0.00"	" 31.05"	" 34.65"	"  0.00"	6210.51	"  0.00"	371.98	"  7.43"
2022-10-12	10:31:34	"  8.23"	"  8.14"	"  0.67"	"  8.28"	135.79	" 15.02"	"  0.00"	" 11.00"	"  3.18"	"  0.94"	399.82	" 10.98"	126.25	"  0.00"	" 36.86"	" 41.63"	"  0.00"	6731.97	"  0.00"	399.82	"  7.40"
2022-10-12	10:31:46	"  8.03"	"  7.95"	"  0.73"	"  7.62"	136.54	" 20.79"	"  0.00"	"  9.83"	"  3.74"	"  1.85"	549.55	" 17.19"	170.33	"  0.00"	" 41.66"	" 52.19"	"  0.00"	7341.33	"  0.00"	549.55	"  7.68"
2022-10-12	10:31:56	"  7.45"	"  7.72"	"  0.78"	"  7.50"	134.26	" 20.23"	"  0.00"	"  8.67"	"  3.47"	"  2.12"	720.78	" 19.54"	211.21	"  0.00"	" 44.34"	" 66.78"	"  0.00"	7754.56	"  0.00"	720.78	"  8.28"
2022-10-12	10:32:03	"  6.56"	"  7.12"	"  0.82"	"  6.25"	129.06	" 16.12"	"  0.00"	"  8.25"	"  2.90"	"  2.58"	782.63	" 16.83"	227.94	"  0.00"	" 42.60"	" 78.22"	"  0.00"	8219.81	"  0.00"	782.63	"  8.86"
2022-10-12	10:32:14	"  5.87"	"  6.77"	"  0.83"	"  5.50"	123.27	"  9.20"	"  0.00"	"  8.50"	"  2.98"	"  2.56"	733.12	" 13.14"	221.27	"  0.00"	" 38.30"	" 80.05"	"  0.00"	8301.79	"  0.00"	733.12	"  9.37"
2022-10-12	10:32:26	"  5.79"	"  6.58"	"  0.73"	"  5.59"	124.15	" 13.62"	"  0.00"	"  9.24"	"  2.94"	"  2.44"	526.18	" 10.72"	160.66	"  0.00"	" 34.01"	" 61.91"	"  0.00"	7289.18	"  0.00"	526.18	"  9.59"
2022-10-12	10:32:38	"  6.22"	"  7.10"	"  0.84"	"  6.80"	124.19	" 23.81"	"  0.00"	"  8.65"	"  2.55"	"  1.56"	652.13	" 18.65"	196.88	"  0.00"	" 48.79"	" 63.78"	"  0.00"	8397.80	"  0.00"	652.13	"  8.21"
2022-10-12	10:32:45	"  6.53"	"  7.23"	"  1.10"	"  7.27"	129.83	" 23.17"	"  0.00"	"  6.49"	"  2.82"	"  2.46"	1025.95	" 35.04"	285.83	"  0.00"	" 68.05"	" 82.88"	"  0.00"	10973.22	"  0.00"	1025.95	"  7.07"
2022-10-12	10:32:56	"  7.28"	"  7.60"	"  1.09"	"  7.72"	128.33	" 27.65"	"  0.00"	"  7.59"	"  2.74"	"  2.07"	894.15	" 31.82"	254.47	"  0.00"	" 67.32"	" 77.00"	"  0.00"	10858.47	"  0.00"	894.15	"  7.35"
2022-10-12	10:33:07	"  7.48"	"  7.62"	"  0.92"	"  7.50"	124.86	" 24.38"	"  0.00"	"  8.60"	"  3.15"	"  2.08"	785.01	" 24.51"	229.58	"  0.00"	" 60.80"	" 72.57"	"  0.00"	9217.14	"  0.00"	785.01	"  7.77"
2022-10-12	10:33:19	"  7.44"	"  7.69"	"  0.82"	"  7.34"	123.42	" 20.01"	"  0.00"	"  9.36"	"  2.98"	"  1.40"	595.70	" 17.08"	179.85	"  0.00"	" 52.33"	" 62.50"	"  0.00"	8194.64	"  0.00"	595.70	"  8.18"
2022-10-12	10:33:29	"  7.17"	"  7.64"	"  0.76"	"  6.97"	121.03	" 21.78"	"  0.00"	" 10.01"	"  3.19"	"  1.44"	478.84	" 13.58"	146.02	"  0.00"	" 45.63"	" 53.43"	"  0.00"	7573.27	"  0.00"	478.84	"  8.72"
2022-10-12	10:33:36	"  6.53"	"  7.03"	"  0.77"	"  6.27"	122.87	" 18.88"	"  0.00"	"  9.94"	"  3.48"	"  1.86"	445.60	" 12.34"	144.70	"  0.00"	" 41.19"	" 52.73"	"  0.00"	7667.29	"  0.00"	445.60	"  9.15"
2022-10-12	10:33:47	"  5.52"	"  6.57"	"  0.78"	"  5.22"	124.53	" 15.55"	"  0.00"	"  9.51"	"  3.40"	"  2.52"	468.32	" 12.07"	160.58	"  0.00"	" 38.17"	" 57.49"	"  0.00"	7796.44	"  0.00"	468.32	"  9.79"
2022-10-12	10:33:59	"  5.41"	"  6.35"	"  0.71"	"  5.18"	121.35	" 14.53"	"  0.00"	"  9.26"	"  3.01"	"  2.25"	458.00	" 10.37"	148.17	"  0.00"	" 36.75"	" 55.49"	"  0.00"	7129.66	"  0.00"	458.00	"  9.71"
2022-10-12	10:34:11	"  6.34"	"  7.27"	"  0.88"	"  7.52"	122.86	" 26.13"	"  0.00"	"  9.91"	"  2.90"	"  1.41"	562.05	" 15.42"	173.60	"  0.00"	" 50.87"	" 55.49"	"  0.00"	8848.64	"  0.00"	562.05	"  6.65"
2022-10-12	10:34:18	"  7.23"	"  8.18"	"  1.07"	"  8.19"	133.77	" 22.78"	"  0.00"	"  9.56"	"  2.73"	"  1.91"	550.49	" 12.74"	183.77	"  0.00"	" 56.73"	" 61.21"	"  0.00"	10738.38	"  0.00"	550.49	"  6.36"
2022-10-12	10:34:29	"  7.68"	"  8.32"	"  0.98"	"  8.32"	132.69	" 27.33"	"  0.00"	" 10.24"	"  3.25"	"  1.99"	503.24	" 14.15"	164.93	"  0.00"	" 55.48"	" 54.54"	"  0.00"	9839.66	"  0.00"	503.24	"  6.76"
2022-10-12	10:34:40	"  8.15"	"  8.45"	"  0.83"	"  7.84"	131.09	" 22.10"	"  0.00"	" 11.07"	"  3.24"	"  0.95"	371.56	"  8.58"	118.13	"  0.00"	" 45.63"	" 45.75"	"  0.00"	8253.21	"  0.00"	371.56	"  7.35"
2022-10-12	10:34:52	"  8.14"	"  8.40"	"  0.66"	"  7.15"	130.71	" 16.16"	"  0.00"	" 11.57"	"  3.44"	"  0.88"	309.67	"  6.04"	" 92.17"	"  0.00"	" 36.98"	" 37.49"	"  0.00"	6625.70	"  0.00"	309.67	"  7.95"
2022-10-12	10:34:59	"  7.61"	"  8.07"	"  0.65"	"  6.94"	128.80	" 19.72"	"  0.00"	" 11.11"	"  3.54"	"  1.23"	369.83	"  9.20"	113.41	"  0.00"	" 38.77"	" 42.01"	"  0.00"	6520.59	"  0.00"	369.83	"  8.05"
2022-10-12	10:35:09	"  7.34"	"  7.74"	"  0.58"	"  7.60"	126.66	" 18.67"	"  0.00"	" 10.79"	"  3.63"	"  0.87"	313.80	"  7.39"	" 92.59"	"  0.00"	" 34.80"	" 39.33"	"  0.00"	5804.88	"  0.00"	313.80	"  9.10"
2022-10-12	10:35:20	"  7.14"	"  7.45"	"  0.49"	"  7.00"	113.86	" 11.79"	"  0.00"	" 11.74"	"  3.67"	"  0.47"	224.59	"  3.85"	" 59.76"	"  0.00"	" 26.38"	" 30.87"	"  0.00"	4945.37	"  0.00"	224.59	"  9.57"
2022-10-12	10:35:32	"  6.63"	"  7.33"	"  0.68"	"  6.75"	121.11	" 14.26"	"  0.00"	" 10.46"	"  3.14"	"  1.21"	388.79	"  9.56"	117.90	"  0.00"	" 35.67"	" 41.25"	"  0.00"	6817.17	"  0.00"	388.79	"  8.10"
2022-10-12	10:35:45	"  7.32"	"  7.82"	"  0.84"	"  8.24"	129.04	" 20.16"	"  0.00"	"  9.87"	"  3.52"	"  1.12"	572.94	" 16.16"	175.76	"  0.00"	" 51.46"	" 53.21"	"  0.00"	8446.06	"  0.00"	572.94	"  7.17"
